3;2;14;0;QRHTR-T;QUALID REFRIGERANTE HIGH TEMP ROJO 14;0
3;1;2;0;QRHTR-L;QUALID REFRIGERANTE HIGH TEMP ROJO 12x1L;87
3;1;6;0;QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;2206
6;6;1;0;QPD29580;QUALID 295/80R22.5 18 PR PREDATOR;110
4;6;1;0;QL-9814;PEUGEOT 206/207/307/408, CENTAURO 1.6, DONGFENG S30;5768
4;6;1;0;QL-8;FORD MUSTANG 91-03 / FORD BRONCO 92-96 / EXPLORER 92-01 / PICK UP F150-350. TOYOTA LAND CRUISER / MACHO / PICK UP;24
4;6;1;0;QL-7317;HONDA ACCORD / CIVIC, LEGEND / FIT / DODGE BRISA. MITSUBISHI LANCER;18
4;6;1;0;QL-6607;FORD KA / LASER. MAZDA ALLEGRO / 323 / 626 KIA PICANTO;24
5;6;1;0;QL-57746;CUMMINS ISX;645
4;6;1;0;QL-5548;VOLKSWAGEN FOX / CROSSFOX 2006-2008 / GOL 1997-2018 / SPACE FOX 2006-2008.  SEAT IBIZA CORDOBA;24
5;6;1;0;QL-51971;FREIGHTLINER CL120 / FDL120;573
5;6;1;0;QL-51832;FORD F-7000;453
5;6;1;0;QL-51810;CHEVROLET NPR / NKR / ENCAVA;1
5;6;1;0;QL-51791;CHEVROLET KODIAK CATERPILLAR 3126 ELECTRONICO;0
5;6;1;0;QL-51749;SUPERBRIGADIER 185 / 229;501
5;6;1;0;QL-51748;FORD F-9000 / CARGO 1721;345
5;6;1;0;QL-51675;MITSUBISHI FUSO CANTER;21
5;6;1;0;QL-51669;FORD MOTORES CUMMINS;573
5;6;1;0;QL-51660;VOLVO / MACK BY PASS;453
5;6;1;0;QL-51649;CHEVROLET FVR / FTR / FSR;0
5;6;1;0;QL-51602;FORD CARGO 815 MOTOR CUMMINS 3.9L;1173
5;6;1;0;QL-51431;FIAT IVECO DAILY TURBO;309
5;6;1;0;QL-51429;IVECO EUROCARGO;309
4;6;1;0;QL-5113;RENAULT CLIO / GALA / KANGOO / TWINGO 1.2L / MEGANE / LOGAN / SCENIC;24
4;6;1;0;QL-5103;CHERY ORINOCO (A3);18
4;6;1;0;QL-4967;TOYOTA CAMRY / CELICA / COROLLA / SKY / STARLET / TERIOS / YARIS. DAEWOO MATIZ / TICO. CHEVROLET SPARK(TODOS);50388
4;6;1;0;QL-4558;FIAT BRAVA / PALIO / PREMIO / SIENA / UNO / FORZA;24
4;6;1;0;QL-3980;CHEVROLET BLAZER / CELEBRITY / CORSICA / CORVETTE / IMPALA / LUMINA / C10;24
4;6;1;0;QL-3807;CHEVROLET LUV D-MAX (TODAS). HONDA ACCORD / CIVIC / FIT / LEGEND / ODISSEY. HYUNDAI ACCENT / ELANTRA / TUCSON / GETZ;12
4;6;1;0;QL-3690;CHEVROLET NPR / NKR / ENCAVA;2136
4;6;1;0;QL-3614;CHERY ARAUCA A1 / X1, CHEVROLET GRAND VITARA (TODAS) / JIMNY. FORD ECOSPORT;18
4;6;1;0;QL-3600;FORD FIESTA (TODOS) / RANGER / FOCUS. JEEP CHEROKEE LIBERTY 2007. MAZDA B-2300 /B-2500;24
4;6;1;0;QL-3387;CHEVROLET AVEO (TODOS) /  OPTRA (TODOS) / CORSA (TODOS). FIAT PALIO 1.8 (2005-2009) / SIENA 1.8 (2005-2009). DAEWOO CIEL;30690
4;6;1;0;QL-2004;TOYOTA PRADO/ HILUX/ FORTUNER / 4RUNNER HASTA 2009. DONGFENG RICH 6;12
4;6;1;0;QL-2;FORD TRITON 8CIL / EXPEDITION V8 / ESCAPE 3.0L / EXPLORER SPORT / SPORT TRAC/ JEEP GRAND CHEROKEE 2010-2013;18
4;6;1;0;QL-16;DODGE INTREPID / PICK-UP RAM 2500 / SPIRIT / STRATUS / CARAVAN / DURANGO / CIRRUS;24
4;6;1;0;QL-13;CHEVROLET GRAND BLAZER / 2WD / 4WD / C-1500 / C30 / C3500 / GMC YUKON / PICK-UPS (TODAS) / SILVERADO;24
4;6;1;0;QL-10575;FORD EXPLORER 2011-2021 / F150 2011-2021 / JEEP CHEROKEE LIBERTY 2008 -2014;48
4;6;1;0;QL-10358;TOYOTA COROLLA 2013-2018;8016
4;6;1;0;QL-10295;TOYOTA TUNDRA 2010-2021 / LAND CRUISER 2008-2021/ SEQUOIA 2001-2021;8220
4;6;1;0;QL-10158;TOYOTA 4RUNNER 2010-2021 / TUNDRA V6 4.OL 2012-2014;7638
4;6;1;0;QL-10060;CHEVROLET EXPRESS VAN/ AVALANCHE / TAHOE/  SILVERADO. DODGE CALIBER. JEEP LIBERTY KK/ COMPASS;24
3;2;14;0;QFM-T;QUALID FORMULA MARINA 14;0
3;1;2;0;QFM-L;QUALID FORMULA MARINA 12x1L;0
3;1;6;0;QFM-G;QUALID FORMULA MARINA 4x3.785L;5
3;1;9;0;QEO-350;QUALID ELEVADOR DE OCTANAJE 12x350ML;111
3;1;8;0;QDOT4-946;QUALID LIQUIDO DE FRENOS DOT 4 12x946ML;318
3;1;7;0;QDOT4-290;QUALID LIQUIDO DE FRENOS DOT 4 12x290ML;569
3;1;8;0;QDOT3-946;QUALID LIQUIDO DE FRENOS DOT 3 12x946ML;654
3;1;7;0;QDOT3-290;QUALID LIQUIDO DE FRENOS DOT 3 12x290ML;960
3;2;14;0;QDM-T;QUALID DESENGRASANTE MULTIPROPOSITO 14;1
3;1;2;0;QDM-L;QUALID DESENGRASANTE MULTIPROPOSITO 12x1L;122
3;1;6;0;QDM-G;QUALID DESENGRASANTE MULTIPROPOSITO 4x3.785L;81
3;2;14;0;QDI-T;QUALID DESENGRASANTE INDUSTRIAL 14;0
5;6;1;0;QD-8429;TOYOTA HILUX / HIACE / TACOMA;2061
4;6;1;0;QD-6905;CHEVROLET NPR / NKR / ENCAVA;24
4;6;1;0;QD-6904;CHEVROLET NPR / NKR;1104
5;6;1;0;QD-33777;TRAMPA CUMMINS;1509
5;6;1;0;QD-33742;CAT EQUIPMENT (CARTEPILLAR ENGINES);357
5;6;1;0;QD-33588;MACK GRANITE Y VISION;597
5;6;1;0;QD-33587;MACK GRANITE Y VISION;1977
5;6;1;0;QD-33399;MITSUBISHI FUSO CANTER;1029
5;6;1;0;QD-33393;CHEVROLET NPR / NKR / ENCAVA;2205
5;6;1;0;QD-33386;CHEVROLET NPR / NKR;1
5;6;1;0;QD-33260;"DAEWOO, HITACHI EQUIPMENT; HINO, ISUZU TRUCKS; KAWASAKI LOADERS";677
5;6;1;0;QD-33242;TRAMPA CARGO 1721;1209
5;6;1;0;QD-33219;MACK 673 / 675 / 676 PRIMARIO;2529
5;6;1;0;QD-33218;MACK 673 / 675 / 676 SECUNDARIO;2217
5;6;1;0;QD-33166;JHON DEER / INGERSOLL RAND / MASSEY FERGUSON;8757
5;6;1;0;QD-10416;MITSUBISHI, HINO, ISUZU, CHEVROLET FVR, TOYOTA DYNA 4.0;2229
5;6;1;0;QD-10379;MITSUBISHI HINO 3.5T 155 195 FUEL FILTER ELEMENT OE 23304-78091  TOYOTA DYNA (23304-78090);2133
5;6;1;0;QD-10372;TOYOTA DYNA TURBO;2469
5;6;1;0;QD-10231;TOYOYA LAND CRUISER DIESEL 70, HZJ7, 200, 202;861
5;6;1;0;QD-10224;FORD RANGER, MAZDA BT50 W/ 2.2L AND 3.2L DIESEL, TOYOTA HILUX 2.5 DIESEL / MITSUBISHI L200;765
4;6;1;0;QC-991;FORD EXPLORER 1999-2002 / SPORT TRAC;448
4;6;1;0;QC-986;FORD EXPLORER / FORTALEZA / RANGER;4240
4;6;1;0;QC-9292;FIESTA POWER 4L, 1.6 LT (00-07), ECOSPORT 4L, 1.6 (04-05) Y 2.0 LT (04-05), MAZDA 2;1541
4;6;1;0;QC-7729;FIAT SIENA / PALIO (TODOS );239
4;6;1;0;QC-7612;TOYOTA COROLLA 1.8/1.6 (1994-2008);1350
4;6;1;0;QC-7194;MITSUBISHI ECLIPSE / LANCER / MF / MONTERO / MX . TOYOTA CAMRY / CELICA / PASEO;50
4;6;1;0;QC-7110;CHERY ORINOCO / ARAUCA / X1 / TIGGER / TIUNA;1947
4;6;1;0;QC-6680;HYUNDAI SONATA . TOYOTA 4 RUNNER / MERÚ / PRADO;400
4;6;1;0;QC-645A;CHEVROLET BLAZER (ROSCA PICO);50
4;6;1;0;QC-619;CHEVROLET OPTRA / AVEO / CAPTIVA (TESTIGO);10594
4;6;1;0;QC-618;CHEVROLET CORSA / LUV D-MAX/ MONTANA/ MERIVA;15996
4;6;1;0;QC-5961;RENAULT MEGANE, SCENIC, TWINGO, LOGAN, KANGOO, SYMBOL;144
4;6;1;0;QC-511A;VOLKSWAGEN, GOL / GOLF/ CROSSFOX / FOX/ SPACE FOX / POLO/ BORA;598
4;6;1;0;QC-5110;TOYOTA HILUX (INYECCIÓN);600
4;6;1;0;QC-5010;TOYOTA STARLET, ARAYA, SKY, COROLLA CARBURADO;100
4;6;1;0;QC-3850;FORD BRONCO / EXPLORER / F-150 / F-350;1004
4;6;1;0;QC-3802;FORD BRONCO PICO CORTO;700
4;6;1;0;QC-3727;CHEVROLET BLAZER / C - 1500 / CHEYENNE / CELEBRITY / CORVETTE / GRAND BLAZER / 2WD / 4WD / LUMINA / C10;50
4;6;1;0;QC-3641;DODGE PICK-UP RAM 2500. JEEP COMANCHE / CHEROKEE / WRANGLER;448
4;6;1;0;QC-3583;JEEP CJ SERIES / WAGONEER / WRANGLER (CON RETORNO);750
4;6;1;0;QC-2;FILTRO UNIVERSAL;100
6;6;1;0;QC19560R15;QUALID 195/60R15 CITADINO;18
6;6;1;0;QC18560R14;QUALID 185/60R14 CITADINO;1
4;6;1;0;QC-1120;TOYOTA HILUX / FORTUNER;939
4;6;1;0;QC-1100;TOYOTA PRADO, 4RUNNER, FJ CRUISER;2300
4;6;1;0;QC-1083;FORD F150/ FX4/ F350;9049
4;6;1;0;QC-1036;FORD EXPLORER;50
4;6;1;0;QC-1010;TOYOTA COROLLA 1.6 / 1.8 VVL-I;950
6;6;1;0;QBD31580;QUALID 315/80R22.5 20PR  BULLDOG;159
6;6;1;0;QBD29580;QUALID 295/80R22.5 18 PR BULLDOG;245
6;6;1;0;QAT28575R16;QUALID LT285/75R16 ALL TERRAIN Q01;26
6;6;1;0;QAT28570R17;QUALID LT285/70R17 ALL TERRAIN Q01;0
6;6;1;0;QAL70212165;QUALID 12-16.5 14PR AL702;36
6;6;1;0;QAL70210165;QUALID 10-16.5 12PR AL702;24
6;6;1;0;QAE80623126;QUALID 23.1-26 16PR AE806;6
6;6;1;0;QAE804140024; 14.00-24 36PR AE804;16
6;6;1;0;QAE80326525;QUALID 26.5-25 32PR AE803;0
6;6;1;0;QAE80323525;QUALID 23.5-25 24PR AE803;0
6;6;1;0;QAE80320525;QUALID 20.5-25 24PR AE803;2
6;6;1;0;QAE80317525;QUALID 17.5-25 24PR AE803;1
3;1;2;0;QAC-L;QUALID ABRILLANTADOR DE CAUCHOS 12x1L;279
6;6;1;0;QAB70070012;QUALID 7.00-12 12PR AB700;38
6;6;1;0;QAB70065010;QUALID 6.50-10 12PR AB700;19
6;6;1;0;QAB7006009;QUALID 6.00-9  12 PR AB700;28
6;6;1;0;QAB7005008;QUALID 5.00-8 10PR AB700;20
6;6;1;0;QAB70028X915;QUALID 28X-9-15 16PR AB700;8
4;6;1;0;QA-9902;CHEVROLET AVEO (TODOS);42
4;6;1;0;QA-9687;FORD EXPEDITION EDDIE PICK-UP F-SERIES SUPER DUTY (TODOS);312
4;6;1;0;QA-9683;TOYOTA 4RUNNER 2008/ FORTUNER / HILUX KAVAK / FJ CRUISER;2
4;6;1;0;QA-9430;CHEVROLET LUV-DMAX (GASOLINA);2
4;6;1;0;QA-91485;CHEVROLET SPARK;336
4;6;1;0;QA-9074;RENAULT LOGAN / KANGOO /SYMBOL;24
4;6;1;0;QA-8208;MITSUBISHI LANCER TOURING 2003-2015/ MIRAGE;24
4;6;1;0;QA-8004;FORD EXPEDITION / F-150 / F-350;12
4;6;1;0;QA-8000;HYUNDAI TUCSON (2005-2009) / KIA SPORTAGE (2005-2009);24
4;6;1;0;QA-6558;MAZDA BT-50;24
4;6;1;0;QA-5700;NISSAN FRONTIER 2005 - 2014;72
5;6;1;0;QA-46932;NPR (CON TURBO), MITSUBISHI CANTER (CON TURBO);33
5;6;1;0;QA-46357;NKR (SIN TURBO), NPR 3.9, NPR 66L CABIN;0
4;6;1;0;QA-2222;FORD ECOSPORT 1.6L /FIESTA POWER 1.6L, MOVE, MAX;24
4;6;1;0;QA-1211;CHERY ARAUCA A1 4L 1.3L;21
4;6;1;0;QA-1111;CHERY ORINOCO 4L 1.8L (AUTOMÁTICO);552
4;6;1;0;QA-10835;TOYOTA 4RUNNER 2014-2018;18
4;6;1;0;QA-10755;JEEP GRAND CHEROKEE 2011-2014, MITSUBISHI L200 DIESEL;24
4;6;1;0;QA-10262;FORD EXPEDITION 2009/ F-150 / F-250 / F-350 2007-2012;24
4;6;1;0;QA-10242;FORD EXPLORER 2011-2013;258
4;6;1;0;QA-10190;TOYOTA COROLLA XEI / GLI 2008-2012;23
4;6;1;0;QA-1010;TOYOTA TERIOS BE-GO;24
6;6;1;0;DK1956015;DOUBLE KING 195/60R15 DK558;0
6;6;1;0;DK1856514;DOUBLE KING 185/65R14 DK298;3
6;6;1;0;AOT185R14;AOTELI 185/65R14 P307;139
1;2;11;3;6560500055;SHELL TURBO T OIL 68 1x55GAL;138
1;2;11;3;6560300055;SHELL TURBO OIL T 46 1x55GAL;21
1;2;11;1;6560200055;SHELL TURBO OIL T 32 1x55GAL;64
1;1;4;3;550059866;SHELL ADVANCE AX7 15W-50 SN/MA2 6x1L;438
1;1;4;3;550059865;SHELL ADVANCE 4T AX7 10W-40 SN/MA2 6x1L;1662
1;1;4;2;550057767;SHELL HELIX HX7 SP 10W-40 6x1L;4095
1;1;4;2;550057749;SHELL HELIX HX7 SP 10W-30 6x1L;1139
1;2;10;3;550057747;SHELL HELIX HX7 SP 10W-30 1x209L;3
1;1;4;2;550057742;SHELL HELIX ULTRA 5W-40 6x1L;6510
1;1;2;3;550056833;SHELL SPIRAX S5 CVT X 12x1L;112
1;2;11;3;550054547;SHELL ARGINA S2 40 1x55GAL;146
1;3;18;3;550054282;SHELL RIMULA R4 X 15W-40 18;1
1;1;2;3;550053587;SHELL ADVANCE 4T ULTRA 15W-50 12x1L;1676
1;2;10;3;550053426;SHELL HELIX HX5 20W-50 SN 1x209L;24
1;2;11;3;550052775;SHELL ALEXIA 70 1x55GAL;35
1;2;11;3;550052774;SHELL ALEXIA 40 1x55GAL;22
2;2;12;3;550052219;SHELL GADUS S2 OG 40 1x190KG;8
1;1;4;1;550052038;SHELL HELIX HX7 10W-30 SN PLUS 6x1L;0
1;1;4;0;550052035;SHELL HELIX ULTRA 5W-40 SN CX 6x1L;0
2;3;19;3;550050708;SHELL GADUS S2 V220AD 2 1x18KG;0
2;3;19;3;550050706;SHELL GADUS S2 V220AC 2 1x18KG;294
1;1;4;2;550050102;SHELL HELIX HX8 PROFESSIONAL AG 5W-30 6x1L;3119
1;1;4;3;550050052;SHELL SPIRAX S6 ATF X 6x1L;1569
1;1;4;3;550049814;SHELL SPIRAX S3 ATF MD3 6x1L;2102
1;1;4;3;550049812;SHELL SPIRAX S2 A 85W-140 6x1L;875
1;1;4;3;550049811;SHELL SPIRAX S2 A 80W-90 6x1L;0
1;1;4;2;550049771;SHELL NAUTILUS PREMIUM OUTB 2T 6x1L;1563
1;1;3;2;550049041;SHELL HELIX HX8 PRO AG 0W-20 LATA 3x4L;2173
1;5;16;3;550047744;SHELL TELLUS S2 VX 68 1x975L;0
1;2;10;0;550047184;SHELL OMALA S2 G 460 1x209L;0
1;2;10;0;550047182;SHELL OMALA S2 G 150 1X209L;0
1;2;11;3;550047079;SHELL ARGINA S4 40 1x55GAL;22
1;2;11;3;550047075;SHELL GADINIA S3 40 1x55GAL;276
1;1;4;2;550045905;SHELL HELIX HX7 10W-40 A1W9 6x1L;0
1;1;4;3;550045901;SHELL HELIX HX5 15W-40 SN 6x1L;8499
1;1;4;1;550045885;SHELL HELIX HX5 20W-50 SN 6x1L;57188
1;1;3;1;550045853;SHELL HELIX HX5 20W-50 SN 3x4L;10442
1;1;3;3;550045838;SHELL HELIX HX5 15W-40 SN 3x4L;4713
1;1;3;2;550045438;SHELL RIMULA R5 E 10W-40 3x4L;44
1;1;3;2;550045436;SHELL RIMULA R4 X 15W-40 3x4L;8
1;3;18;3;550045415;SHELL TELLUS S2 MX 68 18;185
1;2;10;0;550044601;SHELL RIMULA R2 50 TB 209L;92
1;2;11;2;550043380;SHELL TURBO S4 GX 32 1x55GAL;99
1;2;10;0;550038020;SHELL RIMULA R4X 15W-40 TB 209L EXPO;0
1;2;11;3;550036571;SHELL MYSELLA S2 Z 40 1x55GAL;84
1;2;11;3;550036183;SHELL MYSELLA S3 N 40 1x55GAL;26
1;2;10;3;550032121;SHELL RISELLA X 415 1x209L;40
1;2;11;3;550029925;SHELL SPIRAX S2 A 80W-90 1x55GAL;40
2;2;13;3;550027680;SHELL GADUS S3 V460D 2 1x180KG;2
2;1;5;3;550027631;SHELL GADUS S2 V220 2 AIWJ 10x0.4KG;409
1;3;17;3;550027265;SHELL CORENA S4 P 100 17;477
1;2;11;3;550026919;SHELL SPIRAX S3 ATF MD3 1x55GAL;1
1;2;11;3;550026907;SHELL SPIRAX S4 CX 50 1x55GAL;32
1;2;11;3;550026902;SHELL SPIRAX S4 TXM 1x55GAL;75
1;2;11;3;550026900;SHELL SPIRAX S4 CX 30 1x55GAL;33
1;3;18;3;550026891;SHELL SPIRAX S4 TXM 18;1
1;2;11;3;550026834;SHELL REFRIGERATION OIL S2 FR-A 68 1x55GAL;32
1;2;11;3;550026710;SHELL HYDRAULIC S1 M 46 1x55GAL;0
1;3;18;3;550026700;SHELL HYDRAULIC S1 M 46 18;0
1;2;11;2;550026699;SHELL HYDRAULIC S1 M 68 1x55GAL;588
1;3;18;2;550026697;SHELL HYDRAULIC S1 M 68 18;6619
1;3;18;3;550026301;SHELL CORENA S2 P 100 18;25
1;3;18;2;550026300;SHELL CORENA S4 R 68 18;605
1;2;10;3;550025731;SHELL HEAT TRANSFER S2  1x209L;96
1;3;17;3;550025702;SHELL REFRIGERATION OIL S4 FR-V 68 17;584
1;3;17;3;550025692;SHELL REFRIGERATION OIL S2 FR-A 68 17;1507
1;2;11;3;550022488;SHELL MELINA S 30 1x55GAL;3
1;2;10;3;550022409;SHELL CAPRINUS XR 40 1x209L;94
1;2;10;3;550014136;SHELL CATENEX T 121 1x209L;0
1;4;15;0;500000214;SHELL CATENEX T 121 BULK;89392
1;3;17;3;45685855;SHELL OMALA S2 G 460 17;0
1;2;10;3;45684809;SHELL OMALA S2 G 320 EXPO TB 209L;0
1;2;10;3;45683809;SHELL OMALA S2 G 220 EXPO TB 209L;0
1;3;17;3;45660855;SHELL OMALA S2 G 320 17;0
1;3;17;3;45659855;SHELL OMALA S2 G 220 17;0
1;3;17;3;45657855;SHELL OMALA S2 G 100 17;103
1;1;2;3;45387905;SHELL SPIRAX S2 A 80W-90 12x1L EXPO;161
1;1;2;3;45372905;SHELL SPIRAX S2 A 85W-140 12x1L EXPO;3
1;3;17;3;45372855;SHELL SPIRAX S2 A 85W-140 17;1
1;2;10;2;45372809;SHELL SPIRAX S2 A 85W-140 TB 209L EXPO;27
1;1;2;2;45312905;SHELL ADVANCE 4T AX5 20W-50 SL/MA CX 12x1L;21737
1;1;2;3;44774905;SHELL ADVANCE 4T AX7 10W-40 SM/MA2 CX 12x1L;988
1;3;17;3;44414855;SHELL RIMULA RT4 X 15W-40 CI-4 17;0
1;3;17;1;44245855;SHELL RIMULA R2 50 FR 17 EXPO;7940
1;2;10;1;44245809;SHELL RIMULA R2 50 TB 209L EXPO;40
1;3;17;1;44243855;SHELL RIMULA R4 X 15W-40 CI-4 17;37
1;2;10;1;44243809;SHELL RIMULA R4X 15W-40 TB 209L EXPO;966
1;3;17;3;43592855;SHELL SPIRAX S2 A 90 17;424
1;1;2;1;43512905;SHELL HELIX HX5 15W-40 SL 12x1L;0
1;1;2;0;43509905;SHELL HELIX HX5 15W-40 SL 12x1L;0
1;2;10;3;43509809;SHELL HELIX HX5 15W-40 SL TB 209L;248
1;1;2;0;41068905;SHELL HELIX ULTRA 5W-40 SN 12x1L;0
1;1;2;2;41051905;SHELL HELIX HX8 PRO AG 0W-20 CX 12x1L;0
1;1;2;2;40926905;SHELL HELIX HX8 PRO AG 0W-20 EXPO 12x1L;6691
